labels,nobese,pattern,obese
a_20: A | a_30: A ,0.8776371308016878,A->A,0.8625
a_20: B | a_30: A ,0.12236286919831224,A->B,0.1375
a_20: A | a_30: B ,0.23552123552123552,B->A,0.2073170731707317
a_20: B | a_30: B ,0.7644787644787645,B->B,0.7926829268292683
a_10: A | a_30: A ,0.7510548523206751,A->A,0.7375
a_10: B | a_30: A ,0.2489451476793249,A->B,0.2625
a_10: A | a_30: B ,0.3166023166023166,B->A,0.3170731707317073
a_10: B | a_30: B ,0.6833976833976834,B->B,0.6829268292682927
a_10: A | a_20: A ,0.8219895287958116,A->A,0.8220338983050848
a_10: B | a_20: A ,0.17801047120418848,A->B,0.17796610169491525
a_10: A | a_20: B ,0.24127906976744187,B->A,0.19791666666666666
a_10: B | a_20: B ,0.7587209302325582,B->B,0.8020833333333334
a_5: A | a_30: A ,0.6962025316455697,A->A,0.575
a_5: B | a_30: A ,0.3037974683544304,A->B,0.425
a_5: A | a_30: B ,0.38996138996138996,B->A,0.34146341463414637
a_5: B | a_30: B ,0.61003861003861,B->B,0.6585365853658537
a_5: A | a_20: A ,0.6884816753926701,A->A,0.576271186440678
a_5: B | a_20: A ,0.31151832460732987,A->B,0.423728813559322
a_5: A | a_20: B ,0.3633720930232558,B->A,0.2708333333333333
a_5: B | a_20: B ,0.6366279069767442,B->B,0.7291666666666666
a_5: A | a_10: A ,0.7808510638297872,A->A,0.6829268292682927
a_5: B | a_10: A ,0.21914893617021278,A->B,0.3170731707317073
a_5: A | a_10: B ,0.2520107238605898,B->A,0.16666666666666666
a_5: B | a_10: B ,0.7479892761394102,B->B,0.8333333333333334
a_1: A | a_30: A ,0.5738396624472574,A->A,0.3
a_1: B | a_30: A ,0.42616033755274263,A->B,0.7
a_1: A | a_30: B ,0.3359073359073359,B->A,0.2682926829268293
a_1: B | a_30: B ,0.6640926640926641,B->B,0.7317073170731707
a_1: A | a_20: A ,0.5602094240837696,A->A,0.3474576271186441
a_1: B | a_20: A ,0.4397905759162304,A->B,0.652542372881356
a_1: A | a_20: B ,0.36046511627906974,B->A,0.20833333333333334
a_1: B | a_20: B ,0.6395348837209303,B->B,0.78125
a_1: A | a_10: A ,0.5851063829787234,A->A,0.37398373983739835
a_1: B | a_10: A ,0.4148936170212766,A->B,0.6178861788617886
a_1: A | a_10: B ,0.32707774798927614,B->A,0.19607843137254902
a_1: B | a_10: B ,0.6729222520107239,B->B,0.803921568627451
a_1: A | a_5: A ,0.6551724137931034,A->A,0.5148514851485149
a_1: B | a_5: A ,0.3448275862068966,A->B,0.48514851485148514
a_1: A | a_5: B ,0.24739583333333334,B->A,0.112
a_1: B | a_5: B ,0.7526041666666666,B->B,0.88
a_0: A | a_30: A ,0.4810126582278481,A->A,0.2375
a_0: B | a_30: A ,0.5189873417721519,A->B,0.7625
a_0: A | a_30: B ,0.32432432432432434,B->A,0.24390243902439024
a_0: B | a_30: B ,0.6756756756756757,B->B,0.7560975609756098
a_0: A | a_20: A ,0.5130890052356021,A->A,0.23728813559322035
a_0: B | a_20: A ,0.4869109947643979,A->B,0.7627118644067796
a_0: A | a_20: B ,0.33430232558139533,B->A,0.22916666666666666
a_0: B | a_20: B ,0.6656976744186046,B->B,0.7708333333333334
a_0: A | a_10: A ,0.5361702127659574,A->A,0.2682926829268293
a_0: B | a_10: A ,0.46382978723404256,A->B,0.7317073170731707
a_0: A | a_10: B ,0.30831099195710454,B->A,0.20588235294117646
a_0: B | a_10: B ,0.6916890080428955,B->B,0.7941176470588235
a_0: A | a_5: A ,0.5797413793103449,A->A,0.36633663366336633
a_0: B | a_5: A ,0.4202586206896552,A->B,0.6336633663366337
a_0: A | a_5: B ,0.2578125,B->A,0.144
a_0: B | a_5: B ,0.7421875,B->B,0.856
a_0: A | a_1: A ,0.7293233082706767,A->A,0.5
a_0: B | a_1: A ,0.2706766917293233,A->B,0.5
a_0: A | a_1: B ,0.1714922048997773,B->A,0.13836477987421383
a_0: B | a_1: B ,0.8285077951002228,B->B,0.8616352201257862
