dp_folio,ejer0B,ejer1B,ejer5B,ejer10B,ejer20B,ejer0BC
1,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
2,0,1.3064315451520327,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,1
4,0,1.3064315451520327,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,1
5,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
6,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,0
7,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,-0.2636697053780041,1
8,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,0
9,0,-1.3642812257769872,-0.6471414766488497,0.5019738434413213,0.32132736044112986,0
10,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,0
11,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
12,0,-1.3642812257769872,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
13,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
14,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
15,0,1.3064315451520327,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,1
17,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
18,0,1.3064315451520327,-0.6471414766488497,0.5019738434413213,0.32132736044112986,0
19,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,0
22,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
23,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,0
24,0,1.3064315451520327,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,1
25,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
26,0,1.3064315451520327,0.8157780191135747,-0.37488136493147695,-0.2636697053780041,1
27,0,1.3064315451520327,0.8157780191135747,-0.37488136493147695,-0.2636697053780041,0
28,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
29,0,-1.3642812257769872,-0.6471414766488497,0.5019738434413213,-0.2636697053780041,1
30,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,0.32132736044112986,0
31,0,-1.3642812257769872,0.8157780191135747,0.5019738434413213,-0.2636697053780041,0
32,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,0
33,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,0
34,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,0
35,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,1
36,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,0.32132736044112986,0
37,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
38,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,1
40,0,1.3064315451520327,0.8157780191135747,-0.37488136493147695,-0.2636697053780041,1
41,0,-1.3642812257769872,0.8157780191135747,-0.37488136493147695,0.32132736044112986,0
42,0,1.3064315451520327,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,1
43,0,1.3064315451520327,-0.6471414766488497,0.5019738434413213,-0.2636697053780041,1
44,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,0
45,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,0
46,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,1
47,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
48,0,-1.3642812257769872,0.8157780191135747,0.5019738434413213,-0.2636697053780041,0
49,0,1.3064315451520327,0.8157780191135747,-0.37488136493147695,-0.2636697053780041,1
50,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
51,0,1.3064315451520327,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,0
52,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,0.32132736044112986,0
53,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,0.32132736044112986,0
54,0,-1.3642812257769872,0.8157780191135747,-0.37488136493147695,0.32132736044112986,0
55,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,-0.2636697053780041,1
56,0,-1.3642812257769872,0.8157780191135747,0.5019738434413213,-0.2636697053780041,0
57,0,1.3064315451520327,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,1
59,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,0
60,0,-1.3642812257769872,0.8157780191135747,0.5019738434413213,0.32132736044112986,0
61,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
62,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,-0.2636697053780041,1
63,0,1.3064315451520327,-0.6471414766488497,0.5019738434413213,0.32132736044112986,1
64,0,1.3064315451520327,-0.6471414766488497,0.5019738434413213,0.32132736044112986,1
65,0,1.3064315451520327,-0.6471414766488497,0.5019738434413213,-0.2636697053780041,1
66,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,0.32132736044112986,0
67,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,0
68,0,-1.3642812257769872,0.8157780191135747,0.5019738434413213,0.32132736044112986,0
70,0,1.3064315451520327,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,1
71,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
72,0,-1.3642812257769872,0.8157780191135747,0.5019738434413213,0.32132736044112986,0
73,0,1.3064315451520327,-0.6471414766488497,0.5019738434413213,0.32132736044112986,1
74,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,0.32132736044112986,1
75,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,0
77,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,0
78,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,0
79,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,0
80,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,1
81,0,1.3064315451520327,0.8157780191135747,-0.37488136493147695,-0.2636697053780041,0
82,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,0.32132736044112986,0
83,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
84,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,0
85,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
86,0,1.3064315451520327,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,1
87,0,-1.3642812257769872,0.8157780191135747,-0.37488136493147695,-0.2636697053780041,0
88,0,1.3064315451520327,-0.6471414766488497,-0.37488136493147695,0.32132736044112986,1
89,0,-1.3642812257769872,-0.6471414766488497,0.5019738434413213,-0.2636697053780041,1
90,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
91,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
92,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,1
93,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
94,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,1
95,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
96,0,1.3064315451520327,-0.6471414766488497,-0.37488136493147695,0.32132736044112986,1
97,0,-1.3642812257769872,-0.6471414766488497,-0.37488136493147695,-0.2636697053780041,0
98,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
99,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
100,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
101,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,0.32132736044112986,1
102,0,1.3064315451520327,0.8157780191135747,0.5019738434413213,-0.2636697053780041,1
