,cat,class,classcat,epsilon,feat,nc,ncx,nx
282,BBBA**,AedadC,3,0.7143101520702049,saludHistory,99,9,78
283,BBBB**,AedadC,3,-0.821900097257375,saludHistory,99,5,77
284,BBB***,AedadC,3,-0.07257308613952393,saludHistory,99,14,155
285,BB*A**,AedadC,3,-0.750051886492879,saludHistory,99,20,255
286,BB*B**,AedadC,3,-1.0012796979373855,saludHistory,99,5,83
287,BB****,AedadC,3,-1.147659343431986,saludHistory,99,25,338
288,B*AA**,AedadC,3,-1.0383361051664957,saludHistory,99,19,259
289,B*AB**,AedadC,3,-1.2732987325177545,saludHistory,99,0,16
290,B*A***,AedadC,3,-1.314808546167219,saludHistory,99,19,275
291,B*BA**,AedadC,3,0.9381256444506951,saludHistory,99,10,82
292,B*BB**,AedadC,3,-1.0300339256506956,saludHistory,99,5,84
293,B*B***,AedadC,3,-0.07337167053124004,saludHistory,99,15,166
294,B**A**,AedadC,3,-0.4448860989062583,saludHistory,99,29,341
295,B**B**,AedadC,3,-1.4533611795404673,saludHistory,99,5,100
296,B*****,AedadC,3,-1.0832838543245693,saludHistory,99,34,441
297,*AAA**,AedadC,3,0.7914696569783644,saludHistory,99,55,540
298,*AAB**,AedadC,3,-0.5295702867170597,saludHistory,99,2,31
299,*AA***,AedadC,3,0.6047423204710621,saludHistory,99,57,574
300,*ABA**,AedadC,3,1.2036805045391517,saludHistory,99,6,41
301,*ABB**,AedadC,3,0.0918229831930342,saludHistory,99,3,31
302,*AB***,AedadC,3,0.9685671203788992,saludHistory,99,9,72
303,*A*A**,AedadC,3,1.0827859220548914,saludHistory,99,61,581
304,*A*B**,AedadC,3,-0.30953408676796434,saludHistory,99,5,62
305,*A****,AedadC,3,0.8801959697569977,saludHistory,99,66,647
306,*BAA**,AedadC,3,-1.6163328365960143,saludHistory,99,14,229
307,*BAB**,AedadC,3,0.08744471609704503,saludHistory,99,1,10
308,*BA***,AedadC,3,-1.5642701537322765,saludHistory,99,15,239
309,*BBA**,AedadC,3,0.8765652155033077,saludHistory,99,11,93
310,*BBB**,AedadC,3,-0.6178898989439843,saludHistory,99,7,95
311,*BB***,AedadC,3,0.17728744930239185,saludHistory,99,18,188
312,*B*A**,AedadC,3,-0.8919942960963845,saludHistory,99,25,322
313,*B*B**,AedadC,3,-0.5607445016342147,saludHistory,99,8,105
314,*B****,AedadC,3,-1.0526620936152742,saludHistory,99,33,427
315,**AA**,AedadC,3,-0.21879825353691443,saludHistory,99,69,769
316,**AB**,AedadC,3,-0.41729599469004414,saludHistory,99,3,41
317,**A***,AedadC,3,-0.3399986279907815,saludHistory,99,72,813
318,**BA**,AedadC,3,1.3960636069771455,saludHistory,99,17,134
319,**BB**,AedadC,3,-0.49097645504297466,saludHistory,99,10,126
320,**B***,AedadC,3,0.660448221424391,saludHistory,99,27,260
321,***A**,AedadC,3,0.33587877562274565,saludHistory,99,86,903
322,***B**,AedadC,3,-0.633234651338208,saludHistory,99,13,167
323,******,AedadC,3,0.0,saludHistory,99,99,1076
