,cat,class,classcat,epsilon,feat,nc,ncx,nx
815,AAB***,Apuesto,Acade,-0.4144179416828451,ejerHistory,234,14,71
816,AA*A**,Apuesto,Acade,2.593163060854087,ejerHistory,234,67,233
817,AA*B**,Apuesto,Acade,0.8758014970291446,ejerHistory,234,23,90
818,AA****,Apuesto,Acade,2.63135151595057,ejerHistory,234,90,324
819,ABAA**,Apuesto,Acade,0.8819758025938845,ejerHistory,234,11,40
820,ABAB**,Apuesto,Acade,-1.9007436974314595,ejerHistory,234,0,13
821,ABA***,Apuesto,Acade,-0.17515176656580966,ejerHistory,234,11,53
822,ABBA**,Apuesto,Acade,1.6726934904123598,ejerHistory,234,5,12
823,ABBB**,Apuesto,Acade,-1.76243100213297,ejerHistory,234,3,33
824,ABB***,Apuesto,Acade,-0.7161530835627615,ejerHistory,234,8,46
825,AB*A**,Apuesto,Acade,1.5770799120042749,ejerHistory,234,16,52
826,AB*B**,Apuesto,Acade,-2.5032141176850513,ejerHistory,234,3,46
827,AB****,Apuesto,Acade,-0.6163204087167705,ejerHistory,234,19,99
828,A*AA**,Apuesto,Acade,3.123562095893741,ejerHistory,234,75,251
829,A*AB**,Apuesto,Acade,0.08461516929422991,ejerHistory,234,12,54
830,A*A***,Apuesto,Acade,2.834365738714209,ejerHistory,234,87,306
831,A*BA**,Apuesto,Acade,0.2519092777592235,ejerHistory,234,8,34
832,A*BB**,Apuesto,Acade,-1.0260009336154163,ejerHistory,234,14,82
833,A*B***,Apuesto,Acade,-0.7718777276661177,ejerHistory,234,22,117
834,A**A**,Apuesto,Acade,3.018337470957045,ejerHistory,234,83,285
835,A**B**,Apuesto,Acade,-0.7433641877434765,ejerHistory,234,26,136
836,A*****,Apuesto,Acade,1.9768020334684673,ejerHistory,234,109,424
837,BAAA**,Apuesto,Acade,-0.08688641147709598,ejerHistory,234,16,75
838,BAAB**,Apuesto,Acade,-0.8731997640462659,ejerHistory,234,4,27
839,BAA***,Apuesto,Acade,-0.5731570663599743,ejerHistory,234,20,103
840,BABA**,Apuesto,Acade,1.4608608693605367,ejerHistory,234,5,13
841,BABB**,Apuesto,Acade,-0.2117697281672547,ejerHistory,234,5,25
842,BAB***,Apuesto,Acade,0.6826861609124826,ejerHistory,234,10,38
843,BA*A**,Apuesto,Acade,0.48127400705518075,ejerHistory,234,21,88
844,BA*B**,Apuesto,Acade,-0.7760432847501227,ejerHistory,234,9,52
845,BA****,Apuesto,Acade,-0.13546424505047747,ejerHistory,234,30,141
846,BBAA**,Apuesto,Acade,-0.6903484874813102,ejerHistory,234,24,125
847,BBAB**,Apuesto,Acade,-0.2319821142278851,ejerHistory,234,6,30
848,BBA***,Apuesto,Acade,-0.7618994075959235,ejerHistory,234,30,156
849,BBBA**,Apuesto,Acade,-0.610657168483508,ejerHistory,234,18,94
850,BBBB**,Apuesto,Acade,-1.3443112726944713,ejerHistory,234,47,257
851,BBB***,Apuesto,Acade,-1.518276891545708,ejerHistory,234,65,353
852,BB*A**,Apuesto,Acade,-0.9216295367523677,ejerHistory,234,42,219
853,BB*B**,Apuesto,Acade,-1.3471145364196933,ejerHistory,234,53,287
854,BB****,Apuesto,Acade,-1.6861799438624832,ejerHistory,234,95,509
855,B*AA**,Apuesto,Acade,-0.5989752433483905,ejerHistory,234,40,200
856,B*AB**,Apuesto,Acade,-0.769274808375465,ejerHistory,234,10,57
857,B*A***,Apuesto,Acade,-0.9527480932054398,ejerHistory,234,50,259
858,B*BA**,Apuesto,Acade,-0.11359401101297012,ejerHistory,234,23,108
859,B*BB**,Apuesto,Acade,-1.3463938649037734,ejerHistory,234,52,282
860,B*B***,Apuesto,Acade,-1.2548440318476548,ejerHistory,234,75,392
861,B**A**,Apuesto,Acade,-0.5499334408477593,ejerHistory,234,63,308
862,B**B**,Apuesto,Acade,-1.5434373409959268,ejerHistory,234,62,339
863,B*****,Apuesto,Acade,-1.5746871864762013,ejerHistory,234,125,651
864,*AAA**,Apuesto,Acade,2.5518658340919473,ejerHistory,234,80,286
865,*AAB**,Apuesto,Acade,0.35625351709470493,ejerHistory,234,16,68
866,*AA***,Apuesto,Acade,2.3870816246984083,ejerHistory,234,96,356
867,*ABA**,Apuesto,Acade,0.159176255905109,ejerHistory,234,8,35
868,*ABB**,Apuesto,Acade,-0.026189075379642265,ejerHistory,234,16,74
869,*AB***,Apuesto,Acade,0.06861987088592529,ejerHistory,234,24,109
870,*A*A**,Apuesto,Acade,2.461291734907531,ejerHistory,234,88,321
871,*A*B**,Apuesto,Acade,0.2276241516892968,ejerHistory,234,32,142
872,*A****,Apuesto,Acade,2.1218734196616436,ejerHistory,234,120,465
873,*BAA**,Apuesto,Acade,-0.16661636627063992,ejerHistory,234,35,165
874,*BAB**,Apuesto,Acade,-1.2388750884206574,ejerHistory,234,6,43
875,*BA***,Apuesto,Acade,-0.746446001356497,ejerHistory,234,41,209
876,*BBA**,Apuesto,Acade,-0.012253809372839703,ejerHistory,234,23,106
877,*BBB**,Apuesto,Acade,-1.8600402719456153,ejerHistory,234,50,290
878,*BB***,Apuesto,Acade,-1.6712413334174034,ejerHistory,234,73,399
879,*B*A**,Apuesto,Acade,-0.13767318535267345,ejerHistory,234,58,271
880,*B*B**,Apuesto,Acade,-2.1809822691862304,ejerHistory,234,56,333
881,*B****,Apuesto,Acade,-1.79150297686991,ejerHistory,234,114,608
882,**AA**,Apuesto,Acade,1.9313558215905968,ejerHistory,234,115,451
883,**AB**,Apuesto,Acade,-0.49224334742824233,ejerHistory,234,22,111
884,**A***,Apuesto,Acade,1.440829294460628,ejerHistory,234,137,565
885,**BA**,Apuesto,Acade,0.024199245362316702,ejerHistory,234,31,142
886,**BB**,Apuesto,Acade,-1.6720474085046242,ejerHistory,234,66,364
887,**B***,Apuesto,Acade,-1.4712883627188098,ejerHistory,234,97,509
888,***A**,Apuesto,Acade,1.6961564409176113,ejerHistory,234,146,593
889,***B**,Apuesto,Acade,-1.7016561908419738,ejerHistory,234,88,475
890,******,Apuesto,Acade,0.0,ejerHistory,234,234,1076
891,AAAA**,Apuesto,Jef,-2.131330618049866,ejerHistory,96,10,211
892,AAAB**,Apuesto,Jef,-0.36048954602378425,ejerHistory,96,3,41
893,AAA***,Apuesto,Jef,-2.1111948108472838,ejerHistory,96,13,253
894,AABA**,Apuesto,Jef,-1.468026580418872,ejerHistory,96,0,22
895,AABB**,Apuesto,Jef,0.3148473204706569,ejerHistory,96,5,49
896,AAB***,Apuesto,Jef,-0.5556183893437883,ejerHistory,96,5,71
897,AA*A**,Apuesto,Jef,-2.47930972865562,ejerHistory,96,10,233
898,AA*B**,Apuesto,Jef,-0.010997147984564049,ejerHistory,96,8,90
899,AA****,Apuesto,Jef,-2.1256851636510015,ejerHistory,96,18,324
900,ABAA**,Apuesto,Jef,-1.4248179857501118,ejerHistory,96,1,40
901,ABAB**,Apuesto,Jef,-0.155527831373563,ejerHistory,96,1,13
902,ABA***,Apuesto,Jef,-1.3148295683229678,ejerHistory,96,2,53
903,ABBA**,Apuesto,Jef,-0.07152770897999906,ejerHistory,96,1,12
904,ABBB**,Apuesto,Jef,-0.5766178515913819,ejerHistory,96,2,33
905,ABB***,Apuesto,Jef,-0.5710693746831255,ejerHistory,96,3,46
906,AB*A**,Apuesto,Jef,-1.2840088404096488,ejerHistory,96,2,52
907,AB*B**,Apuesto,Jef,-0.5710693746831255,ejerHistory,96,3,46
908,AB****,Apuesto,Jef,-1.3513019545777114,ejerHistory,96,5,99
909,A*AA**,Apuesto,Jef,-2.5229285715991074,ejerHistory,96,11,251
910,A*AB**,Apuesto,Jef,-0.39042456749996324,ejerHistory,96,4,54
911,A*A***,Apuesto,Jef,-2.466876403810428,ejerHistory,96,15,306
912,A*BA**,Apuesto,Jef,-1.2233738829413456,ejerHistory,96,1,34
913,A*BB**,Apuesto,Jef,-0.12241181477922915,ejerHistory,96,7,82
914,A*B***,Apuesto,Jef,-0.7909012200081963,ejerHistory,96,8,117
915,A**A**,Apuesto,Jef,-2.7902084434491154,ejerHistory,96,12,285
916,A**B**,Apuesto,Jef,-0.3410685871088757,ejerHistory,96,11,136
917,A*****,Apuesto,Jef,-2.526343761253735,ejerHistory,96,23,424
918,BAAA**,Apuesto,Jef,0.935130679506935,ejerHistory,96,9,75
919,BAAB**,Apuesto,Jef,1.7492916897915556,ejerHistory,96,5,27
920,BAA***,Apuesto,Jef,1.6627501701280962,ejerHistory,96,14,103
921,BABA**,Apuesto,Jef,-0.155527831373563,ejerHistory,96,1,13
922,BABB**,Apuesto,Jef,0.5398979495408066,ejerHistory,96,3,25
923,BAB***,Apuesto,Jef,0.3469471998303255,ejerHistory,96,4,38
924,BA*A**,Apuesto,Jef,0.803522124509572,ejerHistory,96,10,88
925,BA*B**,Apuesto,Jef,1.6348506925779194,ejerHistory,96,8,52
926,BA****,Apuesto,Jef,1.6012505967929933,ejerHistory,96,18,141
927,BBAA**,Apuesto,Jef,1.52101648789965,ejerHistory,96,16,125
928,BBAB**,Apuesto,Jef,-0.43333333333333335,ejerHistory,96,2,30
929,BBA***,Apuesto,Jef,1.1464401252370457,ejerHistory,96,18,156
930,BBBA**,Apuesto,Jef,0.9455897048924301,ejerHistory,96,11,94
931,BBBB**,Apuesto,Jef,0.6719312237055236,ejerHistory,96,26,257
932,BBB***,Apuesto,Jef,1.0279666916144796,ejerHistory,96,37,353
933,BB*A**,Apuesto,Jef,1.7686286343649926,ejerHistory,96,27,219
934,BB*B**,Apuesto,Jef,0.49574261802039915,ejerHistory,96,28,287
935,BB****,Apuesto,Jef,1.4907464641519141,ejerHistory,96,55,509
936,B*AA**,Apuesto,Jef,1.775117367011733,ejerHistory,96,25,200
937,B*AB**,Apuesto,Jef,0.8895720685872763,ejerHistory,96,7,57
938,B*A***,Apuesto,Jef,1.9383072948529259,ejerHistory,96,32,259
939,B*BA**,Apuesto,Jef,0.7980986475663051,ejerHistory,96,12,108
940,B*BB**,Apuesto,Jef,0.8022082136478641,ejerHistory,96,29,282
941,B*B***,Apuesto,Jef,1.0677051027554807,ejerHistory,96,41,392
942,B**A**,Apuesto,Jef,1.9030296602985382,ejerHistory,96,37,308
943,B**B**,Apuesto,Jef,1.0964338733260877,ejerHistory,96,36,339
944,B*****,Apuesto,Jef,2.051114961004764,ejerHistory,96,73,651
945,*AAA**,Apuesto,Jef,-1.3517931347400731,ejerHistory,96,19,286
946,*AAB**,Apuesto,Jef,0.8223566794300886,ejerHistory,96,8,68
947,*AA***,Apuesto,Jef,-0.8853917434253843,ejerHistory,96,27,356
948,*ABA**,Apuesto,Jef,-1.2586744689764924,ejerHistory,96,1,35
949,*ABB**,Apuesto,Jef,0.5700111119704694,ejerHistory,96,8,74
950,*AB***,Apuesto,Jef,-0.24357499334396474,ejerHistory,96,9,109
951,*A*A**,Apuesto,Jef,-1.691589358760222,ejerHistory,96,20,321
952,*A*B**,Apuesto,Jef,0.9805622608574331,ejerHistory,96,16,142
953,*A****,Apuesto,Jef,-0.8926294640584812,ejerHistory,96,36,465
954,*BAA**,Apuesto,Jef,0.6223430434570915,ejerHistory,96,17,165
955,*BAB**,Apuesto,Jef,-0.4474655729917268,ejerHistory,96,3,43
956,*BA***,Apuesto,Jef,0.3283519331837692,ejerHistory,96,20,209
957,*BBA**,Apuesto,Jef,0.8663921447468315,ejerHistory,96,12,106
958,*BBB**,Apuesto,Jef,0.4380345499480135,ejerHistory,96,28,290
959,*BB***,Apuesto,Jef,0.7729948340176008,ejerHistory,96,40,399
960,*B*A**,Apuesto,Jef,1.0274641265344053,ejerHistory,96,29,271
961,*B*B**,Apuesto,Jef,0.24798116445252327,ejerHistory,96,31,333
962,*B****,Apuesto,Jef,0.8187107703313173,ejerHistory,96,60,608
963,**AA**,Apuesto,Jef,-0.7000481582472261,ejerHistory,96,36,451
964,**AB**,Apuesto,Jef,0.36515046963919234,ejerHistory,96,11,111
965,**A***,Apuesto,Jef,-0.5031024690808822,ejerHistory,96,47,565
966,**BA**,Apuesto,Jef,0.09739959957177656,ejerHistory,96,13,142
967,**BB**,Apuesto,Jef,0.6479910127041992,ejerHistory,96,36,364
968,**B***,Apuesto,Jef,0.5578016044616513,ejerHistory,96,49,509
969,***A**,Apuesto,Jef,-0.5628422704976693,ejerHistory,96,49,593
970,***B**,Apuesto,Jef,0.7437648685808254,ejerHistory,96,47,475
971,******,Apuesto,Jef,0.0,ejerHistory,96,96,1076
972,AAAA**,Apuesto,Asi,-1.1317453374854087,ejerHistory,54,7,211
973,AAAB**,Apuesto,Asi,-0.7565332250172602,ejerHistory,54,1,41
974,AAA***,Apuesto,Asi,-1.352547883651156,ejerHistory,54,8,253
975,AABA**,Apuesto,Asi,-0.10164461013739459,ejerHistory,54,1,22
976,AABB**,Apuesto,Asi,-0.3004046017309117,ejerHistory,54,2,49
977,AAB***,Apuesto,Asi,-0.30614073602367414,ejerHistory,54,3,71
978,AA*A**,Apuesto,Asi,-1.1082240595201427,ejerHistory,54,8,233
979,AA*B**,Apuesto,Asi,-0.7322789866674492,ejerHistory,54,3,90
980,AA****,Apuesto,Asi,-1.3385099325886998,ejerHistory,54,11,324
981,ABAA**,Apuesto,Asi,0.7188179758831207,ejerHistory,54,3,40
982,ABAB**,Apuesto,Asi,0.44154767086836405,ejerHistory,54,1,13
983,ABA***,Apuesto,Asi,0.8431502978603399,ejerHistory,54,4,53
984,ABBA**,Apuesto,Asi,-0.796273119366856,ejerHistory,54,0,12
985,ABBB**,Apuesto,Asi,0.2741715746371277,ejerHistory,54,2,33
986,ABB***,Apuesto,Asi,-0.20837079085066737,ejerHistory,54,2,46
987,AB*A**,Apuesto,Asi,0.2479278365838408,ejerHistory,54,3,52
988,AB*B**,Apuesto,Asi,0.4669514108219771,ejerHistory,54,3,46
989,AB****,Apuesto,Asi,0.47487909726266786,ejerHistory,54,6,99
990,A*AA**,Apuesto,Asi,-0.7507013782791336,ejerHistory,54,10,251
991,A*AB**,Apuesto,Asi,-0.44256203034874897,ejerHistory,54,2,54
992,A*A***,Apuesto,Asi,-0.8789510728759957,ejerHistory,54,12,306
993,A*BA**,Apuesto,Asi,-0.5548196141077714,ejerHistory,54,1,34
994,A*BB**,Apuesto,Asi,-0.05828978200942574,ejerHistory,54,4,82
995,A*B***,Apuesto,Asi,-0.3691370011359408,ejerHistory,54,5,117
996,A**A**,Apuesto,Asi,-0.8961334027574532,ejerHistory,54,11,285
997,A**B**,Apuesto,Asi,-0.32413145876822425,ejerHistory,54,6,136
998,A*****,Apuesto,Asi,-0.9517657204523664,ejerHistory,54,17,424
999,BAAA**,Apuesto,Asi,1.7114956800218473,ejerHistory,54,7,75
1000,BAAB**,Apuesto,Asi,-1.1944096790502838,ejerHistory,54,0,27
1001,BAA***,Apuesto,Asi,0.8262762807612462,ejerHistory,54,7,103
1002,BABA**,Apuesto,Asi,0.44154767086836405,ejerHistory,54,1,13
1003,BABB**,Apuesto,Asi,-1.149321249537293,ejerHistory,54,0,25
1004,BAB***,Apuesto,Asi,-0.6739624363009856,ejerHistory,54,1,38
1005,BA*A**,Apuesto,Asi,1.7497393602222924,ejerHistory,54,8,88
1006,BA*B**,Apuesto,Asi,-1.6575746788748214,ejerHistory,54,0,52
1007,BA****,Apuesto,Asi,0.3563317331966964,ejerHistory,54,8,141
1008,BBAA**,Apuesto,Asi,1.1170761387677677,ejerHistory,54,9,125
1009,BBAB**,Apuesto,Asi,1.2496922865433233,ejerHistory,54,3,30
1010,BBA***,Apuesto,Asi,1.5295659998154139,ejerHistory,54,12,156
1011,BBBA**,Apuesto,Asi,-1.2837815020839431,ejerHistory,54,2,94
1012,BBBB**,Apuesto,Asi,0.6006254233339072,ejerHistory,54,15,257
1013,BBB***,Apuesto,Asi,-0.17445404537955078,ejerHistory,54,17,353
1014,BB*A**,Apuesto,Asi,0.0028764419559298682,ejerHistory,54,11,219
1015,BB*B**,Apuesto,Asi,0.9724061319933993,ejerHistory,54,18,287
1016,BB****,Apuesto,Asi,0.7015007932438718,ejerHistory,54,29,509
1017,B*AA**,Apuesto,Asi,1.9311990078409247,ejerHistory,54,16,200
1018,B*AB**,Apuesto,Asi,0.08457295464858718,ejerHistory,54,3,57
1019,B*A***,Apuesto,Asi,1.7081493138024397,ejerHistory,54,19,259
1020,B*BA**,Apuesto,Asi,-1.0666127586580725,ejerHistory,54,3,108
1021,B*BB**,Apuesto,Asi,0.2311787740689636,ejerHistory,54,15,282
1022,B*B***,Apuesto,Asi,-0.38699659490934096,ejerHistory,54,18,392
1023,B**A**,Apuesto,Asi,0.9246028034389331,ejerHistory,54,19,308
1024,B**B**,Apuesto,Asi,0.24552874266087177,ejerHistory,54,18,339
1025,B*****,Apuesto,Asi,0.7771174518749011,ejerHistory,54,37,651
1026,*AAA**,Apuesto,Asi,-0.09564851951612009,ejerHistory,54,14,286
1027,*AAB**,Apuesto,Asi,-1.3400712933927352,ejerHistory,54,1,68
1028,*AA***,Apuesto,Asi,-0.6957721524547522,ejerHistory,54,15,356
1029,*ABA**,Apuesto,Asi,0.18851457848388187,ejerHistory,54,2,35
1030,*ABB**,Apuesto,Asi,-0.9124786864170026,ejerHistory,54,2,74
1031,*AB***,Apuesto,Asi,-0.64501661588837,ejerHistory,54,4,109
1032,*A*A**,Apuesto,Asi,-0.028035426237377446,ejerHistory,54,16,321
1033,*A*B**,Apuesto,Asi,-1.5860485240142348,ejerHistory,54,3,142
1034,*A****,Apuesto,Asi,-0.9210769839436329,ejerHistory,54,19,465
1035,*BAA**,Apuesto,Asi,1.3262114843804715,ejerHistory,54,12,165
1036,*BAB**,Apuesto,Asi,1.2866105094863263,ejerHistory,54,4,43
1037,*BA***,Apuesto,Asi,1.7460602379133714,ejerHistory,54,16,209
1038,*BBA**,Apuesto,Asi,-1.4768493281736976,ejerHistory,54,2,106
1039,*BBB**,Apuesto,Asi,0.6579070771875573,ejerHistory,54,17,290
1040,*BB***,Apuesto,Asi,-0.23484040401676323,ejerHistory,54,19,399
1041,*B*A**,Apuesto,Asi,0.11118891243933639,ejerHistory,54,14,271
1042,*B*B**,Apuesto,Asi,1.0762995175931909,ejerHistory,54,21,333
1043,*B****,Apuesto,Asi,0.8334760866959929,ejerHistory,54,35,608
1044,**AA**,Apuesto,Asi,0.7260020503614941,ejerHistory,54,26,451
1045,**AB**,Apuesto,Asi,-0.2480758876161324,ejerHistory,54,5,111
1046,**A***,Apuesto,Asi,0.5096691467788939,ejerHistory,54,31,565
1047,**BA**,Apuesto,Asi,-1.2016818096360105,ejerHistory,54,4,142
1048,**BB**,Apuesto,Asi,0.17581389597571095,ejerHistory,54,19,364
1049,**B***,Apuesto,Asi,-0.516597410409285,ejerHistory,54,23,509
1050,***A**,Apuesto,Asi,0.045099323921443946,ejerHistory,54,30,593
1051,***B**,Apuesto,Asi,0.033984439820236335,ejerHistory,54,24,475
1052,******,Apuesto,Asi,0.0,ejerHistory,54,54,1076
1053,AAAA**,Apuesto,InvE,0.5375291368576329,ejerHistory,3,1,211
1054,AAAB**,Apuesto,InvE,-0.33857329081391363,ejerHistory,3,0,41
1055,AAA***,Apuesto,InvE,0.3512679395677548,ejerHistory,3,1,253
1056,AABA**,Apuesto,InvE,-0.248011664338024,ejerHistory,3,0,22
1057,AABB**,Apuesto,InvE,-0.3701338515098974,ejerHistory,3,0,49
1058,AAB***,Apuesto,InvE,-0.44554332413500203,ejerHistory,3,0,71
1059,AA*A**,Apuesto,InvE,0.43531426738268464,ejerHistory,3,1,233
1060,AA*B**,Apuesto,InvE,-0.5016282899579265,ejerHistory,3,0,90
1061,AA****,Apuesto,InvE,0.10183576866938976,ejerHistory,3,1,324
1062,ABAA**,Apuesto,InvE,-0.33441885997195103,ejerHistory,3,0,40
1063,ABAB**,Apuesto,InvE,-0.1906480829148442,ejerHistory,3,0,13
1064,ABA***,Apuesto,InvE,-0.3849450161049559,ejerHistory,3,0,53
1065,ABBA**,Apuesto,InvE,-0.18316875326179907,ejerHistory,3,0,12
1066,ABBB**,Apuesto,InvE,-0.30375101394328713,ejerHistory,3,0,33
1067,ABB***,Apuesto,InvE,-0.35862427412360187,ejerHistory,3,0,46
1068,AB*A**,Apuesto,InvE,-0.3812961658296884,ejerHistory,3,0,52
1069,AB*B**,Apuesto,InvE,-0.35862427412360187,ejerHistory,3,0,46
1070,AB****,Apuesto,InvE,-0.5261121890003359,ejerHistory,3,0,99
1071,A*AA**,Apuesto,InvE,0.3593396771277907,ejerHistory,3,1,251
1072,A*AB**,Apuesto,InvE,-0.388559602598711,ejerHistory,3,0,54
1073,A*A***,Apuesto,InvE,0.15919736875988247,ejerHistory,3,1,306
1074,A*BA**,Apuesto,InvE,-0.30831895468686077,ejerHistory,3,0,34
1075,A*BB**,Apuesto,InvE,-0.47881493972632666,ejerHistory,3,0,82
1076,A*B***,Apuesto,InvE,-0.5719442487445326,ejerHistory,3,0,117
1077,A**A**,Apuesto,InvE,0.230732810072957,ejerHistory,3,1,285
1078,A**B**,Apuesto,InvE,-0.6166379093737215,ejerHistory,3,0,136
1079,A*****,Apuesto,InvE,-0.16776936267065623,ejerHistory,3,1,424
1080,BAAA**,Apuesto,InvE,-0.4579218831544976,ejerHistory,3,0,75
1081,BAAB**,Apuesto,InvE,-0.27475312989269857,ejerHistory,3,0,27
1082,BAA***,Apuesto,InvE,-0.5366354747919849,ejerHistory,3,0,103
1083,BABA**,Apuesto,InvE,-0.1906480829148442,ejerHistory,3,0,13
1084,BABB**,Apuesto,InvE,-0.26438132250706964,ejerHistory,3,0,25
1085,BAB***,Apuesto,InvE,-0.32595118531720735,ejerHistory,3,0,38
1086,BA*A**,Apuesto,InvE,-0.496023328676048,ejerHistory,3,0,88
1087,BA*B**,Apuesto,InvE,-0.3812961658296884,ejerHistory,3,0,52
1088,BA****,Apuesto,InvE,-0.6278708529744883,ejerHistory,3,0,141
1089,BBAA**,Apuesto,InvE,-0.5911746091071027,ejerHistory,3,0,125
1090,BBAB**,Apuesto,InvE,3.1728957227219534,ejerHistory,3,1,30
1091,BBA***,Apuesto,InvE,0.8579871662917155,ejerHistory,3,1,156
1092,BBBA**,Apuesto,InvE,-0.5126544047178446,ejerHistory,3,0,94
1093,BBBB**,Apuesto,InvE,0.3353302937184316,ejerHistory,3,1,257
1094,BBB***,Apuesto,InvE,0.01594781100780204,ejerHistory,3,1,353
1095,BB*A**,Apuesto,InvE,-0.782497256946977,ejerHistory,3,0,219
1096,BB*B**,Apuesto,InvE,1.3431508942259152,ejerHistory,3,2,287
1097,BB****,Apuesto,InvE,0.48827067051939715,ejerHistory,3,2,509
1098,B*AA**,Apuesto,InvE,-0.747783303855266,ejerHistory,3,0,200
1099,B*AB**,Apuesto,InvE,2.1127624181277165,ejerHistory,3,1,57
1100,B*A***,Apuesto,InvE,0.3274619305992693,ejerHistory,3,1,259
1101,B*BA**,Apuesto,InvE,-0.5495062597853971,ejerHistory,3,0,108
1102,B*BB**,Apuesto,InvE,0.24140307258855268,ejerHistory,3,1,282
1103,B*B***,Apuesto,InvE,-0.08902182188753169,ejerHistory,3,1,392
1104,B**A**,Apuesto,InvE,-0.9279746758764668,ejerHistory,3,0,308
1105,B**B**,Apuesto,InvE,1.0865144938562217,ejerHistory,3,2,339
1106,B*****,Apuesto,InvE,0.1374681517928318,ejerHistory,3,2,651
1107,*AAA**,Apuesto,InvE,0.22720243874719379,ejerHistory,3,1,286
1108,*AAB**,Apuesto,InvE,-0.43602884725485425,ejerHistory,3,0,68
1109,*AA***,Apuesto,InvE,0.007473163769887259,ejerHistory,3,1,356
1110,*ABA**,Apuesto,InvE,-0.3128201994226428,ejerHistory,3,0,35
1111,*ABB**,Apuesto,InvE,-0.4548588261473421,ejerHistory,3,0,74
1112,*AB***,Apuesto,InvE,-0.5520444084409877,ejerHistory,3,0,109
1113,*A*A**,Apuesto,InvE,0.1111643259429094,ejerHistory,3,1,321
1114,*A*B**,Apuesto,InvE,-0.6300934116165118,ejerHistory,3,0,142
1115,*A****,Apuesto,InvE,-0.2607376327755613,ejerHistory,3,1,465
1116,*BAA**,Apuesto,InvE,-0.6792079154116765,ejerHistory,3,0,165
1117,*BAB**,Apuesto,InvE,2.5453954465738606,ejerHistory,3,1,43
1118,*BA***,Apuesto,InvE,0.547409978364183,ejerHistory,3,1,209
1119,*BBA**,Apuesto,InvE,-0.544394462543558,ejerHistory,3,0,106
1120,*BBB**,Apuesto,InvE,0.2132100799804463,ejerHistory,3,1,290
1121,*BB***,Apuesto,InvE,-0.10676734277273205,ejerHistory,3,1,399
1122,*B*A**,Apuesto,InvE,-0.8704531711734782,ejerHistory,3,0,271
1123,*B*B**,Apuesto,InvE,1.1136448222234032,ejerHistory,3,2,333
1124,*B****,Apuesto,InvE,0.23445611575448247,ejerHistory,3,2,608
1125,**AA**,Apuesto,InvE,-0.22989578551173728,ejerHistory,3,1,451
1126,**AB**,Apuesto,InvE,1.24298771410405,ejerHistory,3,1,111
1127,**A***,Apuesto,InvE,0.3388687243760324,ejerHistory,3,2,565
1128,**BA**,Apuesto,InvE,-0.6300934116165118,ejerHistory,3,0,142
1129,**BB**,Apuesto,InvE,-0.014781169679821115,ejerHistory,3,1,364
1130,**B***,Apuesto,InvE,-0.352336115846797,ejerHistory,3,1,509
1131,***A**,Apuesto,InvE,-0.5088238854737862,ejerHistory,3,1,593
1132,***B**,Apuesto,InvE,0.5879320258080707,ejerHistory,3,2,475
1133,******,Apuesto,InvE,0.0,ejerHistory,3,3,1076
1134,AAAA**,Apuesto,Coo,-0.6894467183394386,ejerHistory,10,1,211
1135,AAAB**,Apuesto,Coo,1.007404063858693,ejerHistory,10,1,41
1136,AAA***,Apuesto,Coo,-0.23017223612218154,ejerHistory,10,2,253
1137,AABA**,Apuesto,Coo,-0.4542895407851602,ejerHistory,10,0,22
1138,AABB**,Apuesto,Coo,2.2996109983994835,ejerHistory,10,2,49
1139,AAB***,Apuesto,Coo,1.6575150624114605,ejerHistory,10,2,71
1140,AA*A**,Apuesto,Coo,-0.7956846384824412,ejerHistory,10,1,233
1141,AA*B**,Apuesto,Coo,2.376747900306952,ejerHistory,10,3,90
1142,AA****,Apuesto,Coo,0.5725198126781438,ejerHistory,10,4,324
1143,ABAA**,Apuesto,Coo,1.035232977195554,ejerHistory,10,1,40
1144,ABAB**,Apuesto,Coo,-0.3492151478847891,ejerHistory,10,0,13
1145,ABA***,Apuesto,Coo,0.7264004516785513,ejerHistory,10,1,53
1146,ABBA**,Apuesto,Coo,-0.33551506146937055,ejerHistory,10,0,12
1147,ABBB**,Apuesto,Coo,1.2577758598841968,ejerHistory,10,1,33
1148,ABB***,Apuesto,Coo,0.8796769127106717,ejerHistory,10,1,46
1149,AB*A**,Apuesto,Coo,0.7467831623997797,ejerHistory,10,1,52
1150,AB*B**,Apuesto,Coo,0.8796769127106717,ejerHistory,10,1,46
1151,AB****,Apuesto,Coo,1.1311232476573987,ejerHistory,10,2,99
1152,A*AA**,Apuesto,Coo,-0.21886058894577118,ejerHistory,10,2,251
1153,A*AB**,Apuesto,Coo,0.7064628149066348,ejerHistory,10,1,54
1154,A*A***,Apuesto,Coo,0.09301863584875812,ejerHistory,10,3,306
1155,A*BA**,Apuesto,Coo,-0.5647560033674607,ejerHistory,10,0,34
1156,A*BB**,Apuesto,Coo,2.575555744501617,ejerHistory,10,3,82
1157,A*B***,Apuesto,Coo,1.8427814726843483,ejerHistory,10,3,117
1158,A**A**,Apuesto,Coo,-0.40045561754422265,ejerHistory,10,2,285
1159,A**B**,Apuesto,Coo,2.4450612851673585,ejerHistory,10,4,136
1160,A*****,Apuesto,Coo,1.0423371707777898,ejerHistory,10,6,424
1161,BAAA**,Apuesto,Coo,-0.8387876536734264,ejerHistory,10,0,75
