,cat,class,classcat,epsilon,feat,nc,ncx,nx
206,BB****,Apuesto,Vig,1.0322378556564669,saludHistory,34,14,338
207,B*AA**,Apuesto,Vig,1.3554882116849694,saludHistory,34,12,259
208,B*AB**,Apuesto,Vig,-0.7225461484640746,saludHistory,34,0,16
209,B*A***,Apuesto,Vig,1.1411802587737736,saludHistory,34,12,275
210,B*BA**,Apuesto,Vig,1.520739242490735,saludHistory,34,5,82
211,B*BB**,Apuesto,Vig,1.4631080154290979,saludHistory,34,5,84
212,B*B***,Apuesto,Vig,2.1096148495240996,saludHistory,34,10,166
213,B**A**,Apuesto,Vig,1.9270573326011953,saludHistory,34,17,341
214,B**B**,Apuesto,Vig,1.051942186734462,saludHistory,34,5,100
215,B*****,Apuesto,Vig,2.195467603771444,saludHistory,34,22,441
216,*AAA**,Apuesto,Vig,-0.9995625017827993,saludHistory,34,13,540
217,*AAB**,Apuesto,Vig,0.020992710462572162,saludHistory,34,1,31
218,*AA***,Apuesto,Vig,-0.7486402515098114,saludHistory,34,15,574
219,*ABA**,Apuesto,Vig,-1.1566381889735176,saludHistory,34,0,41
220,*ABB**,Apuesto,Vig,0.020992710462572162,saludHistory,34,1,31
221,*AB***,Apuesto,Vig,-0.8590422915961521,saludHistory,34,1,72
222,*A*A**,Apuesto,Vig,-1.2709054844559395,saludHistory,34,13,581
223,*A*B**,Apuesto,Vig,0.029688175847141122,saludHistory,34,2,62
224,*A****,Apuesto,Vig,-0.9988128325445813,saludHistory,34,16,647
225,*BAA**,Apuesto,Vig,0.28858965458443075,saludHistory,34,8,229
226,*BAB**,Apuesto,Vig,-0.5712228859321622,saludHistory,34,0,10
227,*BA***,Apuesto,Vig,0.16564364162298714,saludHistory,34,8,239
228,*BBA**,Apuesto,Vig,1.2219311875976133,saludHistory,34,5,93
229,*BBB**,Apuesto,Vig,0.5854221639727489,saludHistory,34,4,95
230,*BB***,Apuesto,Vig,1.2755796553161411,saludHistory,34,9,188
231,*B*A**,Apuesto,Vig,0.9000617995607104,saludHistory,34,13,322
232,*B*B**,Apuesto,Vig,0.3805643410457083,saludHistory,34,4,105
233,*B****,Apuesto,Vig,0.9703192342537983,saludHistory,34,17,427
234,**AA**,Apuesto,Vig,-0.6801298958484304,saludHistory,34,21,769
235,**AB**,Apuesto,Vig,-0.26385290107143367,saludHistory,34,1,41
236,**A***,Apuesto,Vig,-0.5392373130342021,saludHistory,34,23,813
237,**BA**,Apuesto,Vig,0.378182557525907,saludHistory,34,5,134
238,**BB**,Apuesto,Vig,0.5187426587043925,saludHistory,34,5,126
239,**B***,Apuesto,Vig,0.6326175511990332,saludHistory,34,10,260
240,***A**,Apuesto,Vig,-0.48195740610322874,saludHistory,34,26,903
241,***B**,Apuesto,Vig,0.31985124344848403,saludHistory,34,6,167
242,******,Apuesto,Vig,0.0,saludHistory,34,34,1076
243,AAAA**,Apuesto,Admin,-1.188427621136609,saludHistory,74,25,457
244,AAAB**,Apuesto,Admin,0.47922759305627527,saludHistory,74,2,21
245,AAA***,Apuesto,Admin,-1.0954392075361148,saludHistory,74,27,481
246,AABA**,Apuesto,Admin,-1.0034146483429407,saludHistory,74,1,37
247,AABB**,Apuesto,Admin,1.088456995405154,saludHistory,74,3,24
248,AAB***,Apuesto,Admin,-0.09874262230832409,saludHistory,74,4,61
249,AA*A**,Apuesto,Admin,-1.4176665516374392,saludHistory,74,26,494
250,AA*B**,Apuesto,Admin,1.1222713691260646,saludHistory,74,5,45
251,AA****,Apuesto,Admin,-1.075763112760941,saludHistory,74,31,543
252,ABAA**,Apuesto,Admin,0.2725467834469382,saludHistory,74,4,51
253,ABAB**,Apuesto,Admin,3.4079895592489304,saludHistory,74,2,4
254,ABA***,Apuesto,Admin,1.1815153654746982,saludHistory,74,6,55
255,ABBA**,Apuesto,Admin,0.9880350900082397,saludHistory,74,2,15
256,ABBB**,Apuesto,Admin,0.709786735846787,saludHistory,74,2,18
257,ABB***,Apuesto,Admin,1.1903453673488213,saludHistory,74,4,33
258,AB*A**,Apuesto,Admin,0.7106092449282341,saludHistory,74,6,66
259,AB*B**,Apuesto,Admin,2.0951978899945067,saludHistory,74,4,22
260,AB****,Apuesto,Admin,1.663004603269182,saludHistory,74,10,88
261,A*AA**,Apuesto,Admin,-1.0408384581716466,saludHistory,74,29,508
