,cat,class,classcat,epsilon,feat,nc,ncx,nx
242,******,AedadC,2,0.0,condiHistory,485,485,1076
243,AAAA**,AedadC,3,3.493664659173079,condiHistory,99,44,291
244,AAAB**,AedadC,3,-0.47336849620490573,condiHistory,99,1,17
245,AAA***,AedadC,3,3.214636501828071,condiHistory,99,45,311
246,AABA**,AedadC,3,0.123665503462306,condiHistory,99,2,20
247,AABB**,AedadC,3,-0.9882302756454228,condiHistory,99,1,27
248,AAB***,AedadC,3,-0.6683455430050498,condiHistory,99,3,47
249,AA*A**,AedadC,3,3.41082213372456,condiHistory,99,46,311
250,AA*B**,AedadC,3,-1.068366773246037,condiHistory,99,2,44
251,AA****,AedadC,3,2.7540349166042635,condiHistory,99,48,358
252,ABAA**,AedadC,3,-0.14702037234752494,condiHistory,99,2,24
253,ABAB**,AedadC,3,-0.45017908411977015,condiHistory,99,0,2
254,ABA***,AedadC,3,-0.26610981792333893,condiHistory,99,2,26
255,ABBA**,AedadC,3,-0.954974049388316,condiHistory,99,0,9
256,ABBB**,AedadC,3,-0.5350613356709727,condiHistory,99,1,18
257,ABB***,AedadC,3,-1.0305805767364717,condiHistory,99,1,28
258,AB*A**,AedadC,3,-0.6240983268615601,condiHistory,99,2,33
259,AB*B**,AedadC,3,-0.6499628786623524,condiHistory,99,1,20
260,AB****,AedadC,3,-0.9267534185477904,condiHistory,99,3,54
261,A*AA**,AedadC,3,3.317354674840654,condiHistory,99,46,315
262,A*AB**,AedadC,3,-0.5938191523772691,condiHistory,99,1,19
263,A*A***,AedadC,3,3.0142259538706044,condiHistory,99,47,337
264,A*BA**,AedadC,3,-0.4293040763906006,condiHistory,99,2,29
265,A*BB**,AedadC,3,-1.1038823816809715,condiHistory,99,2,45
266,A*B***,AedadC,3,-1.1587727076854215,condiHistory,99,4,75
267,A**A**,AedadC,3,3.049798285282262,condiHistory,99,48,344
268,A**B**,AedadC,3,-1.24918322622007,condiHistory,99,3,64
269,A*****,AedadC,3,2.231700217656203,condiHistory,99,51,412
270,BAAA**,AedadC,3,-1.216177629423641,condiHistory,99,4,77
271,BAAB**,AedadC,3,-0.6366493662588772,condiHistory,99,0,4
272,BAA***,AedadC,3,-1.3542813050472946,condiHistory,99,4,82
273,BABA**,AedadC,3,-0.7797330462002653,condiHistory,99,0,6
274,BABB**,AedadC,3,-1.0557635354491237,condiHistory,99,0,11
275,BAB***,AedadC,3,-1.3124862917839477,condiHistory,99,0,17
276,BA*A**,AedadC,3,-1.3810389348004897,condiHistory,99,4,83
277,BA*B**,AedadC,3,-1.232866196447069,condiHistory,99,0,15
278,BA****,AedadC,3,-1.776410209477757,condiHistory,99,4,99
279,BBAA**,AedadC,3,-1.2687754718560136,condiHistory,99,16,235
280,BBAB**,AedadC,3,-1.0557635354491237,condiHistory,99,0,11
281,BBA***,AedadC,3,-1.4633361818260437,condiHistory,99,16,246
282,BBBA**,AedadC,3,-0.17263356033490077,condiHistory,99,14,159
283,BBBB**,AedadC,3,-0.12291950652241675,condiHistory,99,14,157
284,BBB***,AedadC,3,-0.2266466037055305,condiHistory,99,28,317
285,BB*A**,AedadC,3,-1.0895417408084105,condiHistory,99,30,394
286,BB*B**,AedadC,3,-0.38897934289166836,condiHistory,99,14,168
287,BB****,AedadC,3,-1.1373605136079965,condiHistory,99,44,563
288,B*AA**,AedadC,3,-1.70531536814314,condiHistory,99,20,312
289,B*AB**,AedadC,3,-1.232866196447069,condiHistory,99,0,15
290,B*A***,AedadC,3,-1.9444269602619262,condiHistory,99,20,328
291,B*BA**,AedadC,3,-0.318154960777856,condiHistory,99,14,165
292,B*BB**,AedadC,3,-0.38897934289166836,condiHistory,99,14,168
293,B*B***,AedadC,3,-0.5169085061437875,condiHistory,99,28,334
294,B**A**,AedadC,3,-1.5663064639470956,condiHistory,99,34,477
295,B**B**,AedadC,3,-0.7256653398888295,condiHistory,99,14,183
296,B*****,AedadC,3,-1.735834724094525,condiHistory,99,48,662
297,*AAA**,AedadC,3,2.5504200334662452,condiHistory,99,48,368
298,*AAB**,AedadC,3,-0.7037629614629753,condiHistory,99,1,21
299,*AA***,AedadC,3,2.2410554547119514,condiHistory,99,49,393
300,*ABA**,AedadC,3,-0.26610981792333893,condiHistory,99,2,26
301,*ABB**,AedadC,3,-1.4010361165313017,condiHistory,99,1,38
302,*AB***,AedadC,3,-1.24918322622007,condiHistory,99,3,64
303,*A*A**,AedadC,3,2.3964734632054148,condiHistory,99,50,394
304,*A*B**,AedadC,3,-1.544250569768528,condiHistory,99,2,59
305,*A****,AedadC,3,1.6107418380741394,condiHistory,99,52,457
306,*BAA**,AedadC,3,-1.2533158336943293,condiHistory,99,18,259
307,*BAB**,AedadC,3,-1.1477359672690177,condiHistory,99,0,13
308,*BA***,AedadC,3,-1.4739150870301019,condiHistory,99,18,272
309,*BBA**,AedadC,3,-0.38897934289166836,condiHistory,99,14,168
310,*BBB**,AedadC,3,-0.2880278262813018,condiHistory,99,15,175
311,*BB***,AedadC,3,-0.510851629247961,condiHistory,99,29,345
312,*B*A**,AedadC,3,-1.2200921620158707,condiHistory,99,32,427
313,*B*B**,AedadC,3,-0.5797018183538535,condiHistory,99,15,188
314,*B****,AedadC,3,-1.3606191367737748,condiHistory,99,47,617
315,**AA**,AedadC,3,1.1483772523463163,condiHistory,99,66,627
316,**AB**,AedadC,3,-1.2627900308013826,condiHistory,99,1,34
317,**A***,AedadC,3,0.780172168024971,condiHistory,99,67,665
318,**BA**,AedadC,3,-0.4593961299504564,condiHistory,99,16,194
319,**BB**,AedadC,3,-0.8528418242178264,condiHistory,99,16,213
320,**B***,AedadC,3,-0.963328522823464,condiHistory,99,32,409
321,***A**,AedadC,3,0.7802535830062404,condiHistory,99,82,821
322,***B**,AedadC,3,-1.2604854967276544,condiHistory,99,17,247
323,******,AedadC,3,0.0,condiHistory,99,99,1076
